송파구,전기 가스 증기 및 공기조절 공급업,89988,168521
송파구,건설업,803211,645634
송파구,도매 및 소매업,5425395,5406569
송파구,운수 및 창고업,722507,573973
송파구,숙박 및 음식점업,644725,562305
송파구,정보통신업,6450041,5985812
송파구,금융 및 보험업,884533,844592
송파구,부동산업,3869357,3693779
송파구,사업서비스업,4219678,3405846
송파구,공공행정 국방 및 사회보장행정,430738,363603
송파구,교육서비스업,954628,872395
송파구,보건업 및 사회복지서비스업,2081128,1897559
송파구,문화 및 기타 서비스업,1565282,1406486
강동구,지역내총생산(시장가격),9364063,8465941
강동구,순생산물세,818051,699385
강동구,총부가가치(기초가격),8546013,7766414
강동구,농·림·어업,4063,3686
강동구,광업,222,228
강동구,제조업,145994,134116
강동구,전기 가스 증기 및 공기조절 공급업,65298,121483
강동구,건설업,1230507,986723
강동구,도매 및 소매업,1351620,1344358
강동구,운수 및 창고업,175912,163768
강동구,숙박 및 음식점업,290025,250570
강동구,정보통신업,293619,293314
강동구,금융 및 보험업,208519,198971
강동구,부동산업,1509738,1436534
강동구,사업서비스업,1047580,857130
강동구,공공행정 국방 및 사회보장행정,206548,175365
강동구,교육서비스업,498159,455616
강동구,보건업 및 사회복지서비스업,1214430,1108059
강동구,문화 및 기타 서비스업,303779,262037
