ACPT_YM,PLCST_NM,RPRT_CASCNT_WHOL,RPRT_SEX_MALE,RPRT_SEX_FMLE,RPRT_SEX_UNKWN,RPRT_SEX_ETC,ACPT_EMERG_TYPE_EMERG,ACPT_EMERG_TYPE_IMPRTNC,ACPT_EMERG_TYPE_GNRL,ACPT_EMERG_TYPE_CVAPP,ACPT_EMERG_TYPE_ETC,OCRN_DOTW_SNDD,OCRN_DOTW_MON,OCRN_DOTW_TUE,OCRN_DOTW_WED,OCRN_DOTW_THU,OCRN_DOTW_FRI,OCRN_DOTW_SAT,OCRN_TIZN_00,OCRN_TIZN_01,OCRN_TIZN_02,OCRN_TIZN_03,OCRN_TIZN_04,OCRN_TIZN_05,OCRN_TIZN_06,OCRN_TIZN_07,OCRN_TIZN_08,OCRN_TIZN_09,OCRN_TIZN_10,OCRN_TIZN_11,OCRN_TIZN_12,OCRN_TIZN_13,OCRN_TIZN_14,OCRN_TIZN_15,OCRN_TIZN_16,OCRN_TIZN_17,OCRN_TIZN_18,OCRN_TIZN_19,OCRN_TIZN_20,OCRN_TIZN_21,OCRN_TIZN_22,OCRN_TIZN_23
"202307","속초","22","10","8","4","0","0","2","19","0","1","2","2","2","4","4","1","7","3","3","0","3","0","2","0","0","0","0","0","0","0","0","0","0","2","0","1","2","1","0","3","2"
"202307","서울관악","49","23","15","11","0","0","6","42","1","0","7","9","4","10","3","7","9","3","3","3","3","3","1","0","0","2","0","0","0","0","0","0","0","2","6","4","3","7","3","4","2"
"202307","마산중부","17","12","3","2","0","0","1","16","0","0","2","1","3","1","1","3","6","1","1","0","2","0","0","0","1","1","0","0","0","1","0","0","0","1","0","2","0","3","3","0","1"
"202307","서산","51","29","10","12","0","0","0","50","1","0","6","10","2","6","8","14","5","4","3","2","2","3","0","0","0","2","0","0","1","0","0","0","4","0","6","8","3","2","2","3","6"
"202307","대구동부","68","43","14","11","0","0","2","65","1","0","14","17","1","1","10","9","16","4","3","4","3","2","1","2","0","0","0","0","1","1","0","2","5","4","2","5","7","7","7","3","5"
"202307","경상남도고성","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"202307","대전중부","39","20","10","9","0","0","0","34","3","2","3","4","7","8","4","4","9","4","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","4","2","6","3","1","2","7","4"
"202307","서울종암","33","16","8","9","0","0","3","29","1","0","9","1","4","7","3","2","7","3","0","0","2","0","0","0","0","0","0","0","1","0","1","0","2","4","1","1","2","4","6","4","2"
"202307","서울방배","14","10","4","0","0","0","1","13","0","0","1","3","1","5","2","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","2","1","4","1"
"202307","철원","4","2","0","2","0","0","0","4","0","0","0","0","2","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"202307","포항남부","36","17","15","4","0","0","0","32","4","0","8","1","5","3","10","4","5","3","8","1","2","3","0","0","0","0","0","0","0","0","1","1","0","0","1","1","4","1","2","4","4"
"202307","남원","11","7","2","2","0","0","0","11","0","0","1","1","2","2","0","3","2","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2"
"202307","완주","8","4","2","2","0","0","1","7","0","0","2","0","2","2","0","0","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0","1"
"202307","옥천","6","4","0","2","0","0","0","4","1","1","2","1","1","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1"
"202307","인천연수","60","42","7","11","0","0","1","52","4","3","18","5","8","9","5","7","8","0","5","4","2","7","1","0","0","1","0","0","1","2","0","2","1","2","6","5","5","4","5","1","6"
"202307","서울혜화","6","3","1","2","0","0","0","6","0","0","2","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1"
"202307","대구중부","72","32","21","19","0","0","7","62","2","1","13","5","1","8","15","8","22","0","0","2","0","2","0","0","0","0","0","0","0","0","0","2","6","6","11","8","14","9","7","5","0"
"202307","부산사상","11","8","2","1","0","0","1","9","0","1","1","2","0","4","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","2","0","3","0"
"202307","거창","6","4","2","0","0","0","0","5","1","0","1","1","1","1","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0"
"202307","군산","27","14","4","9","0","0","0","26","1","0","1","10","3","1","6","2","4","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","2","6","3","1","6","2","0"
"202307","익산","62","38","15","9","0","0","4","53","2","3","10","7","4","16","9","0","16","3","3","4","2","1","0","1","0","0","0","0","1","0","0","0","3","3","3","6","7","4","12","6","3"
"202307","사천","11","8","3","0","0","0","1","6","4","0","3","0","0","3","0","3","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","3","0","2","1"
"202307","서울중부","8","5","2","1","0","0","1","7","0","0","1","1","0","1","2","2","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0"
"202307","홍성","18","8","6","4","0","0","2","16","0","0","3","2","3","2","4","2","2","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","4","1","2","3","1"
"202307","인천계양","79","44","21","14","0","0","4","72","3","0","14","13","5","7","14","12","14","5","5","4","1","3","0","0","2","0","0","0","0","2","0","2","0","4","12","5","11","3","3","12","5"
"202307","인천남동","92","50","25","17","0","0","7","80","5","0","20","18","9","18","6","17","4","4","5","1","8","1","2","0","0","0","0","0","0","0","0","1","1","4","3","0","11","4","13","23","11"
"202307","창원서부","24","14","5","5","0","0","2","19","3","0","4","4","1","2","4","4","5","1","1","1","1","0","0","0","0","0","0","0","0","0","2","0","0","1","1","2","6","2","2","1","3"
"202307","고흥","4","3","1","0","0","0","0","4","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0"
"202307","부산해운대","34","22","3","9","0","0","3","28","1","2","6","5","0","4","6","7","6","0","0","2","0","0","0","1","0","0","0","0","1","2","1","0","0","5","0","6","3","6","3","4","0"
"202307","부산강서","10","9","1","0","0","0","1","9","0","0","0","2","0","0","3","2","3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","2","1","0","1"
"202307","남해","5","4","1","0","0","0","0","4","1","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0"
"202307","서울노원","115","75","20","20","0","1","8","103","3","0","22","17","9","16","25","14","12","9","1","6","7","0","2","0","0","1","0","0","1","2","2","3","1","5","4","7","9","5","12","31","7"
"202307","서울구로","49","32","6","11","0","0","1","47","0","1","6","5","6","3","5","14","10","2","7","1","1","0","0","0","0","0","0","0","1","1","0","0","0","2","4","3","8","3","3","7","6"
"202307","홍천","5","2","3","0","0","0","0","4","1","0","2","2","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1"
"202307","영동","8","5","3","0","0","0","0","8","0","0","1","2","1","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","0"
"202307","합천","3","2","1","0","0","0","0","3","0","0","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"202307","창녕","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"202307","인천중부","23","14","5","4","0","0","0","22","1","0","5","2","2","3","3","7","1","0","1","2","0","0","1","0","0","0","0","0","0","2","0","2","2","2","1","3","0","1","3","3","0"
"202307","부여","4","2","0","2","0","0","0","4","0","0","2","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"202307","서귀포","2","2","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"202307","하동","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"202307","천안동남","37","21","7","9","0","0","0","34","2","1","9","7","3","5","5","4","4","4","4","4","3","1","0","0","0","0","0","0","0","0","0","0","1","4","0","1","1","2","3","3","6"
"202307","부안","4","4","0","0","0","0","1","1","1","1","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"202307","충남청","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","상주","6","2","1","3","0","0","0","6","0","0","1","1","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","1","0"
"202307","서울종로","5","2","2","1","0","0","0","5","0","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","1","0","0"
"202307","부산사하","50","26","7","17","0","0","3","37","7","3","3","9","3","11","10","5","9","1","0","2","6","0","0","0","1","0","1","0","0","0","0","0","0","8","3","6","4","2","2","9","5"
"202307","진천","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"202307","서울청","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"202307","화순","14","8","3","3","0","0","1","13","0","0","1","1","1","4","1","2","4","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","2","1","0","3","1"
"202307","순창","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","부산금정","21","6","8","7","0","0","0","21","0","0","2","3","0","5","5","1","5","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","2","0","2","2","4","2","1","3","1"
"202307","산청","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","청도","4","1","2","1","0","0","0","4","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"202307","울진","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202307","함양","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202307","서울성북","76","29","24","23","0","0","2","72","2","0","13","11","3","12","8","15","14","1","4","3","2","5","1","0","0","2","1","0","0","0","1","0","0","4","8","8","3","3","6","19","5"
"202307","진안","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"202307","예산","10","3","5","2","0","0","0","9","1","0","3","4","0","1","1","0","1","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","1","0"
"202307","금산","2","2","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","고창","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"202307","파주","133","82","23","28","0","0","10","118","4","1","24","14","6","23","20","20","26","8","1","6","3","1","0","1","0","0","0","0","1","1","1","3","2","5","13","10","15","15","19","20","8"
"202307","양주","63","37","13","13","0","0","8","50","4","1","10","11","8","11","8","4","11","8","6","1","5","3","0","0","0","1","0","0","0","0","1","1","1","3","4","5","5","4","5","2","8"
"202307","태안","5","1","3","1","0","0","0","5","0","0","2","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0"
"202307","보은","5","5","0","0","0","0","1","4","0","0","0","1","0","0","1","1","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"202307","안산상록","100","40","23","37","0","0","3","90","5","2","21","16","9","15","10","13","16","6","7","6","14","2","0","0","1","1","0","0","0","0","1","1","0","0","4","7","13","11","11","11","4"
"202307","안산단원","124","60","33","31","0","0","2","115","6","1","18","16","18","16","12","15","29","11","3","2","1","1","3","0","0","0","1","0","3","1","2","1","2","7","17","14","6","8","7","23","11"
"202307","화성동탄","111","63","25","23","0","0","3","98","7","3","22","19","14","15","11","8","22","8","8","4","4","2","1","0","0","0","1","0","1","0","1","0","0","6","11","6","11","7","15","18","7"
"202307","화성서부","50","32","9","9","0","0","2","44","2","2","13","8","2","3","5","11","8","4","7","6","4","2","0","0","0","2","0","1","0","0","0","0","2","2","0","0","7","1","6","4","2"
"202307","광주","75","40","23","12","0","0","3","71","1","0","12","11","12","15","6","9","10","5","3","3","3","2","1","1","0","2","0","0","0","0","2","2","2","4","11","6","5","9","7","4","3"
"202307","김포","134","69","23","42","0","0","11","122","1","0","13","16","13","30","22","15","25","4","1","4","1","1","2","0","0","4","2","5","0","1","4","3","11","17","8","7","8","7","13","20","11"
"202307","용인동부","113","63","22","28","0","0","5","103","3","2","15","20","12","14","16","20","16","8","11","8","3","11","2","0","0","2","0","1","0","0","0","0","2","0","3","6","6","11","7","22","10"
"202307","구리","45","22","6","17","0","0","1","40","4","0","7","4","5","11","4","5","9","4","2","0","0","0","0","1","0","0","2","0","0","1","2","2","1","0","5","4","4","5","6","5","1"
"202307","평택","120","71","31","18","0","0","2","107","7","4","12","17","19","14","19","19","20","8","8","6","4","5","0","0","0","1","0","1","2","2","0","3","5","3","10","14","8","4","13","14","9"
"202307","인천논현","71","33","16","22","0","0","3","65","2","1","12","18","6","3","17","5","10","5","9","0","4","1","1","2","2","0","2","0","0","1","1","3","2","5","4","0","6","5","4","6","8"
"202307","인천미추홀","73","27","23","23","0","0","3","66","2","2","11","8","8","11","7","17","11","8","4","2","0","2","1","3","0","1","0","1","1","1","0","0","3","3","3","7","5","7","7","7","7"
"202307","의왕","17","8","3","6","0","0","0","17","0","0","1","2","3","5","3","0","3","2","4","1","0","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","4"
"202307","의정부","147","84","23","40","0","0","8","136","2","1","28","21","12","16","22","26","22","7","10","5","5","1","1","0","1","1","0","1","4","0","0","4","9","12","6","12","18","9","17","13","11"
"202307","부천원미","63","36","7","20","0","0","1","59","3","0","12","6","4","16","7","8","10","6","1","6","1","0","0","0","0","0","0","0","1","0","3","0","1","2","2","5","5","4","11","6","9"
"202307","고양","109","56","39","14","0","0","11","91","5","2","29","17","10","15","11","9","18","4","12","2","2","2","3","0","1","1","0","1","0","3","1","1","2","8","4","4","14","6","11","17","10"
"202307","울산울주","44","23","11","10","0","0","1","42","1","0","4","5","6","4","7","8","10","1","5","3","0","0","0","0","0","0","0","1","0","0","0","1","0","7","4","3","0","7","5","5","2"
"202307","인천강화","9","6","0","3","0","0","0","9","0","0","1","3","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","4","0","0","0"
"202307","제주동부","27","17","3","7","0","0","0","25","2","0","4","4","5","3","5","2","4","7","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","3","1","3","5","1"
"202307","오산","39","24","12","3","0","0","2","36","1","0","6","8","5","7","1","5","7","3","3","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","2","5","4","3","3","8","2"
"202307","강진","3","3","0","0","0","0","0","3","0","0","0","1","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"202307","강릉","38","27","6","5","0","0","3","32","2","1","3","5","6","2","6","8","8","1","5","3","0","0","0","0","0","0","0","0","0","1","1","0","0","2","4","5","2","3","2","2","7"
"202307","포천","15","7","2","6","0","0","1","13","0","1","2","1","5","2","1","3","1","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","3","2","1","0"
"202307","영광","6","5","1","0","0","0","0","6","0","0","0","2","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","0"
"202307","나주","9","3","1","5","0","0","1","7","1","0","0","0","0","3","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","3","0","0"
"202307","울산중부","57","32","15","10","0","0","0","54","2","1","10","5","10","7","16","3","6","2","2","4","5","0","1","0","0","0","0","0","0","2","1","2","5","3","6","4","1","7","4","4","4"
"202307","여주","5","3","1","1","0","0","0","5","0","0","1","0","2","2","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"202307","부산동부","6","4","1","1","0","0","0","6","0","0","0","0","0","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","2","0","0"
"202307","광명","47","25","9","13","0","0","0","47","0","0","5","5","4","10","9","7","7","3","1","3","2","0","1","1","0","0","0","0","0","0","0","3","2","5","6","3","2","6","3","4","2"
"202307","시흥","97","50","26","21","0","0","5","87","3","2","21","11","7","4","15","13","26","10","7","1","5","5","2","1","0","3","1","0","0","0","3","3","1","3","9","8","11","8","4","4","8"
"202307","제주서부","56","32","7","17","0","0","0","51","5","0","12","4","7","8","5","5","15","3","2","4","0","2","1","0","1","0","0","0","1","0","0","2","2","5","6","2","3","4","7","6","5"
"202307","통영","21","11","9","1","0","0","0","20","1","0","2","4","3","5","3","3","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","3","1","2","2","1","0","2","1","1","1"
"202307","용인서부","45","24","13","8","0","0","1","42","1","1","8","5","8","4","6","9","5","5","2","0","3","3","0","0","0","2","0","0","0","2","0","0","3","0","5","1","3","6","2","6","2"
"202307","부천오정","32","16","7","9","0","0","2","29","0","1","6","8","2","5","2","7","2","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","2","1","2","7","4","4","3","5","0"
"202307","대구수성","125","50","30","45","0","0","2","122","1","0","20","17","15","21","12","22","18","10","6","5","0","1","2","2","0","0","0","0","1","0","2","0","6","9","11","7","8","6","15","23","11"
"202307","보성","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"202307","인제","3","3","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202307","연천","6","4","2","0","0","0","2","4","0","0","1","1","0","2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1"
"202307","하남","69","37","19","13","0","0","2","67","0","0","10","13","4","9","9","11","13","5","5","1","7","1","1","0","0","0","0","0","0","0","1","1","0","2","7","1","3","1","9","15","9"
"202307","해남","5","3","1","1","0","0","0","5","0","0","1","0","0","1","0","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0"
"202307","괴산","7","6","0","1","0","0","0","7","0","0","1","0","1","1","0","2","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0"
"202307","정읍","20","13","2","5","0","0","0","20","0","0","5","1","0","4","4","2","4","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","1","4","4"
"202307","밀양","8","3","3","2","0","0","0","7","1","0","1","3","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","2","1"
"202307","일산동부","62","32","18","12","0","0","5","54","2","1","12","10","11","10","5","2","12","6","3","2","2","2","1","0","0","1","0","0","0","1","1","0","2","1","9","2","6","5","5","5","8"
"202307","이천","30","20","8","2","0","0","1","27","2","0","4","4","4","4","5","6","3","5","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","4","2","2","2","4","1","4","1"
"202307","일산서부","65","43","11","11","0","0","3","59","3","0","7","14","13","9","6","9","7","2","5","2","1","2","0","0","0","2","0","0","0","0","0","0","1","4","1","5","6","4","12","7","11"
"202307","김제","14","5","5","4","0","0","0","14","0","0","3","2","0","3","4","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","1","0","5"
"202307","서울남대문","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"202307","동두천","21","11","3","7","0","0","1","19","1","0","3","5","2","2","1","4","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","9","2","3"
"202307","대구북부","19","11","1","7","0","0","0","19","0","0","2","1","0","5","4","3","4","0","2","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","6","3","2"
"202307","안성","60","27","11","22","0","0","4","56","0","0","11","11","6","11","8","6","7","2","3","6","0","5","0","0","0","1","0","0","2","0","0","4","0","3","2","5","2","1","8","10","6"
"202307","장흥","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"202307","영천","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","과천","11","7","2","2","0","0","0","9","2","0","1","2","1","2","2","0","3","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","2"
"202307","삼척","14","9","5","0","0","0","0","14","0","0","4","1","1","3","0","1","4","2","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","1","2","0"
"202307","무안","16","6","7","3","0","0","0","16","0","0","0","4","2","2","3","1","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","4","1"
"202307","양평","14","5","5","4","0","0","0","12","2","0","3","0","3","4","1","3","0","0","1","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0"
"202307","가평","3","2","0","1","0","0","1","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0"
"202307","화천","2","2","0","0","0","0","0","2","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"202307","함안","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","부산영도","6","1","4","1","0","0","0","5","1","0","0","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","2","0","0","0","0"
"202307","영암","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"202307","강원도고성","2","1","1","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"202307","태백","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","ETC","670","395","150","125","0","0","31","580","18","41","130","90","68","90","79","92","121","49","41","28","34","10","5","5","2","6","1","3","3","5","1","10","35","37","40","34","40","46","68","112","55"
"202308","칠곡","23","16","4","3","0","0","2","19","2","0","3","2","5","4","2","4","3","2","5","1","1","1","0","0","0","0","0","1","0","0","0","0","1","2","1","0","0","0","3","4","1"
"202308","원주","97","56","24","17","0","0","3","87","4","3","21","9","14","12","10","14","17","12","13","5","7","6","0","1","0","0","0","0","0","0","0","0","2","3","1","5","3","8","8","9","14"
"202308","안양동안","57","31","13","13","0","0","2","53","1","1","13","7","10","5","6","4","12","7","8","7","0","0","0","0","0","0","2","0","0","0","0","0","2","3","5","6","2","3","2","8","2"
"202308","분당","54","37","10","7","0","0","2","49","1","2","8","3","9","7","9","8","10","1","2","3","0","0","0","2","0","0","0","0","0","0","1","1","2","0","8","4","6","2","7","8","7"
"202308","청주흥덕","73","41","19","13","0","0","8","63","2","0","6","12","8","8","7","12","20","5","2","8","4","3","0","0","0","0","0","0","0","0","1","1","1","3","6","3","13","5","6","6","6"
"202308","대구중부","53","23","15","15","0","0","1","51","1","0","7","2","11","7","6","6","14","2","1","0","1","2","0","0","0","0","0","0","0","0","0","3","2","4","12","4","4","9","6","1","2"
"202308","순천","49","31","9","9","0","0","2","42","5","0","8","3","9","5","9","11","4","3","2","0","2","5","2","0","0","0","1","0","0","0","1","0","1","3","4","2","3","3","3","5","9"
"202308","구미","73","44","13","16","0","0","1","69","2","1","14","8","10","12","6","8","15","9","5","3","2","5","0","0","1","0","0","0","0","1","0","0","3","4","5","3","4","7","8","6","7"
"202308","서울강북","57","26","11","20","0","0","7","49","1","0","7","9","3","16","7","6","9","3","1","2","3","3","3","2","1","0","3","0","0","0","1","1","4","4","0","1","0","2","6","11","6"
"202308","광주서부","72","41","14","17","0","0","0","66","4","2","9","6","15","10","11","12","9","4","5","6","2","2","1","0","2","0","0","1","0","0","0","1","3","2","2","5","7","6","11","6","6"
"202308","서울동대문","37","23","5","9","0","0","3","34","0","0","5","3","5","8","4","7","5","3","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","4","1","3","0","4","5","3","7"
"202308","천안서북","71","37","14","20","0","0","1","66","4","0","10","10","11","11","11","7","11","3","3","5","3","2","0","0","1","0","0","0","0","0","3","0","1","3","6","3","5","6","12","10","5"
"202308","수원서부","55","37","9","9","0","0","3","52","0","0","5","6","10","5","11","8","10","7","1","5","2","1","0","0","0","1","0","0","0","0","0","0","0","2","3","8","4","4","5","9","3"
"202308","광주남부","31","18","7","6","0","0","0","29","1","1","8","3","8","2","1","7","2","3","2","2","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","8","3","1","1","3","3"
"202308","서울금천","71","37","24","10","0","0","1","67","3","0","9","10","11","11","6","10","14","4","3","6","3","15","2","0","0","4","1","0","0","0","2","2","2","0","3","5","5","5","0","8","1"
"202308","서산","58","38","15","5","0","0","4","50","4","0","8","5","9","6","8","6","16","3","2","2","1","2","3","0","0","1","0","0","0","0","2","1","4","2","2","7","6","7","7","3","3"
"202308","서울도봉","87","46","15","26","0","0","8","75","3","1","7","6","13","17","19","12","13","9","6","1","3","1","0","0","0","1","0","0","0","1","5","1","0","4","3","3","2","2","14","8","23"
"202308","군포","21","15","4","2","0","0","0","19","2","0","2","0","5","3","4","6","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","2","3","0","2","1","2","2","3","2"
